"Airline","Origin","Destination","Delay","Month","Year"
"United","DEN","LAX",28,11,2024
"United","DEN","LAX",103,11,2024
"Delta","DEN","LAX",-8,11,2024
"Delta","DEN","LAX",-8,11,2024
"Delta","DEN","LAX",-12,11,2024
"United","DEN","LAX",-19,11,2024
"United","DEN","LAX",-13,11,2024
"United","DEN","LAX",-2,11,2024
"United","DEN","LAX",-3,11,2024
"United","DEN","LAX",-8,11,2024
"United","DEN","LAX",-13,11,2024
"United","DEN","LAX",0,11,2024
"United","DEN","LAX",-5,11,2024
"United","DEN","LAX",-4,11,2024
"Delta","DEN","LAX",-15,11,2024
"Delta","DEN","LAX",-10,11,2024
"Delta","DEN","LAX",-10,11,2024
"United","DEN","LAX",-8,11,2024
"United","DEN","LAX",-18,11,2024
"United","DEN","LAX",-2,11,2024
"United","DEN","LAX",-13,11,2024
"United","DEN","LAX",-8,11,2024
"United","DEN","LAX",27,11,2024
"United","DEN","LAX",56,11,2024
"United","DEN","LAX",54,11,2024
"United","DEN","LAX",69,11,2024
"Delta","DEN","LAX",-26,11,2024
"Delta","DEN","LAX",-3,11,2024
"Delta","DEN","LAX",9,11,2024
"United","DEN","LAX",-13,11,2024
"United","DEN","LAX",-19,11,2024
"United","DEN","LAX",-16,11,2024
"United","DEN","LAX",-16,11,2024
"United","DEN","LAX",-10,11,2024
"United","DEN","LAX",-10,11,2024
"United","DEN","LAX",31,11,2024
"United","DEN","LAX",41,11,2024
"United","DEN","LAX",106,11,2024
"Delta","DEN","LAX",-12,11,2024
"Delta","DEN","LAX",-19,11,2024
"Delta","DEN","LAX",-1,11,2024
"United","DEN","LAX",-20,11,2024
"United","DEN","LAX",11,11,2024
"United","DEN","LAX",-10,11,2024
"United","DEN","LAX",-7,11,2024
"United","DEN","LAX",2,11,2024
"United","DEN","LAX",18,11,2024
"United","DEN","LAX",8,11,2024
"United","DEN","LAX",94,11,2024
"United","DEN","LAX",113,11,2024
"Delta","DEN","LAX",-5,11,2024
"Delta","DEN","LAX",41,11,2024
"Delta","DEN","LAX",240,11,2024
"United","DEN","LAX",1,11,2024
"United","DEN","LAX",17,11,2024
"United","DEN","LAX",-1,11,2024
"United","DEN","LAX",15,11,2024
"United","DEN","LAX",-12,11,2024
"United","DEN","LAX",-9,11,2024
"United","DEN","LAX",-3,11,2024
"United","DEN","LAX",30,11,2024
"United","DEN","LAX",185,11,2024
"Delta","DEN","LAX",16,11,2024
"Delta","DEN","LAX",33,11,2024
"Delta","DEN","LAX",6,11,2024
"United","DEN","LAX",-3,11,2024
"United","DEN","LAX",14,11,2024
"United","DEN","LAX",24,11,2024
"United","DEN","LAX",10,11,2024
"United","DEN","LAX",19,11,2024
"United","DEN","LAX",9,11,2024
"United","DEN","LAX",23,11,2024
"United","DEN","LAX",42,11,2024
"United","DEN","LAX",80,11,2024
"Delta","DEN","LAX",-5,11,2024
"Delta","DEN","LAX",6,11,2024
"Delta","DEN","LAX",20,11,2024
"United","DEN","LAX",-15,11,2024
"United","DEN","LAX",-9,11,2024
"United","DEN","LAX",8,11,2024
"United","DEN","LAX",3,11,2024
"United","DEN","LAX",-5,11,2024
"United","DEN","LAX",18,11,2024
"United","DEN","LAX",5,11,2024
"United","DEN","LAX",18,11,2024
"United","DEN","LAX",67,11,2024
"Delta","DEN","LAX",7,11,2024
"Delta","DEN","LAX",2,11,2024
"Delta","DEN","LAX",-12,11,2024
"United","DEN","LAX",-7,11,2024
"United","DEN","LAX",-2,11,2024
"United","DEN","LAX",6,11,2024
"United","DEN","LAX",-7,11,2024
"United","DEN","LAX",8,11,2024
"United","DEN","LAX",7,11,2024
"United","DEN","LAX",11,11,2024
"United","DEN","LAX",11,11,2024
"United","DEN","LAX",26,11,2024
"Delta","DEN","LAX",-15,11,2024
"Delta","DEN","LAX",19,11,2024
"Delta","DEN","LAX",8,11,2024
"United","DEN","LAX",31,11,2024
"United","DEN","LAX",48,11,2024
"United","DEN","LAX",62,11,2024
"United","DEN","LAX",66,11,2024
"United","DEN","LAX",-6,11,2024
"United","DEN","LAX",70,11,2024
"United","DEN","LAX",-2,11,2024
"United","DEN","LAX",19,11,2024
"United","DEN","LAX",40,11,2024
"Delta","DEN","LAX",10,11,2024
"Delta","DEN","LAX",16,11,2024
"United","DEN","LAX",-23,11,2024
"United","DEN","LAX",1,11,2024
"United","DEN","LAX",-13,11,2024
"United","DEN","LAX",3,11,2024
"United","DEN","LAX",23,11,2024
"Delta","DEN","LAX",9,11,2024
"Delta","DEN","LAX",5,11,2024
"United","DEN","LAX",-10,11,2024
"United","DEN","LAX",0,11,2024
"United","DEN","LAX",-10,11,2024
"United","DEN","LAX",-11,11,2024
"United","DEN","LAX",2,11,2024
"United","DEN","LAX",-13,11,2024
"United","DEN","LAX",-9,11,2024
"United","DEN","LAX",-10,11,2024
"United","DEN","LAX",24,11,2024
"Delta","DEN","LAX",-12,11,2024
"Delta","DEN","LAX",-9,11,2024
"Delta","DEN","LAX",-3,11,2024
"United","DEN","LAX",-11,11,2024
"United","DEN","LAX",-14,11,2024
"United","DEN","LAX",-17,11,2024
"United","DEN","LAX",-12,11,2024
"United","DEN","LAX",-11,11,2024
"United","DEN","LAX",7,11,2024
"United","DEN","LAX",-16,11,2024
"United","DEN","LAX",-6,11,2024
"United","DEN","LAX",13,11,2024
"United","DEN","LAX",310,11,2024
"Delta","DEN","LAX",-41,10,2024
"Delta","DEN","LAX",-29,10,2024
"Delta","DEN","LAX",-24,10,2024
"United","DEN","LAX",-26,10,2024
"United","DEN","LAX",-6,10,2024
"United","DEN","LAX",-30,10,2024
"United","DEN","LAX",15,10,2024
"United","DEN","LAX",-20,10,2024
"United","DEN","LAX",-14,10,2024
"United","DEN","LAX",-8,10,2024
"United","DEN","LAX",3,10,2024
"United","DEN","LAX",34,10,2024
"Delta","DEN","LAX",-26,10,2024
"Delta","DEN","LAX",-6,10,2024
"Delta","DEN","LAX",18,10,2024
"United","DEN","LAX",-1,10,2024
"United","DEN","LAX",-23,10,2024
"United","DEN","LAX",-10,10,2024
"United","DEN","LAX",-9,10,2024
"United","DEN","LAX",-20,10,2024
"United","DEN","LAX",-16,10,2024
"United","DEN","LAX",-3,10,2024
"United","DEN","LAX",2,10,2024
"United","DEN","LAX",20,10,2024
"Delta","DEN","LAX",-33,10,2024
"Delta","DEN","LAX",-11,10,2024
"Delta","DEN","LAX",-14,10,2024
"United","DEN","LAX",-8,10,2024
"United","DEN","LAX",-17,10,2024
"United","DEN","LAX",-22,10,2024
"United","DEN","LAX",-18,10,2024
"United","DEN","LAX",-15,10,2024
"United","DEN","LAX",-9,10,2024
"United","DEN","LAX",2,10,2024
"United","DEN","LAX",67,10,2024
"United","DEN","LAX",75,10,2024
"Delta","DEN","LAX",-24,10,2024
"Delta","DEN","LAX",-13,10,2024
"Delta","DEN","LAX",-11,10,2024
"United","DEN","LAX",-15,10,2024
"United","DEN","LAX",-12,10,2024
"United","DEN","LAX",-12,10,2024
"United","DEN","LAX",-14,10,2024
"United","DEN","LAX",-5,10,2024
"United","DEN","LAX",-2,10,2024
"United","DEN","LAX",-8,10,2024
"United","DEN","LAX",-1,10,2024
"United","DEN","LAX",11,10,2024
"Delta","DEN","LAX",-15,10,2024
"Delta","DEN","LAX",68,10,2024
"Delta","DEN","LAX",74,10,2024
"United","DEN","LAX",-1,10,2024
"United","DEN","LAX",-19,10,2024
"United","DEN","LAX",-8,10,2024
"United","DEN","LAX",-24,10,2024
"United","DEN","LAX",-26,10,2024
"United","DEN","LAX",-11,10,2024
"United","DEN","LAX",-6,10,2024
"United","DEN","LAX",9,10,2024
"Delta","DEN","LAX",-13,10,2024
"Delta","DEN","LAX",-4,10,2024
"Delta","DEN","LAX",-10,10,2024
"United","DEN","LAX",-5,10,2024
"United","DEN","LAX",-18,10,2024
"United","DEN","LAX",-18,10,2024
"United","DEN","LAX",-4,10,2024
"United","DEN","LAX",-1,10,2024
"United","DEN","LAX",-2,10,2024
"United","DEN","LAX",3,10,2024
"United","DEN","LAX",14,10,2024
"Delta","DEN","LAX",-18,10,2024
"Delta","DEN","LAX",1,10,2024
"Delta","DEN","LAX",-14,10,2024
"United","DEN","LAX",-6,10,2024
"United","DEN","LAX",-14,10,2024
"United","DEN","LAX",7,10,2024
"United","DEN","LAX",-16,10,2024
"United","DEN","LAX",-12,10,2024
"United","DEN","LAX",18,10,2024
"United","DEN","LAX",37,10,2024
"United","DEN","LAX",39,10,2024
"United","DEN","LAX",52,10,2024
"Delta","DEN","LAX",-6,10,2024
"Delta","DEN","LAX",-10,10,2024
"Delta","DEN","LAX",3,10,2024
"United","DEN","LAX",-12,10,2024
"United","DEN","LAX",-6,10,2024
"United","DEN","LAX",-12,10,2024
"United","DEN","LAX",-15,10,2024
"United","DEN","LAX",-15,10,2024
"United","DEN","LAX",-11,10,2024
"United","DEN","LAX",-12,10,2024
"United","DEN","LAX",4,10,2024
"United","DEN","LAX",1,10,2024
"Delta","DEN","LAX",-22,10,2024
"Delta","DEN","LAX",-20,10,2024
"Delta","DEN","LAX",93,10,2024
"United","DEN","LAX",-30,10,2024
"United","DEN","LAX",-30,10,2024
"United","DEN","LAX",-19,10,2024
"United","DEN","LAX",-16,10,2024
"United","DEN","LAX",-21,10,2024
"United","DEN","LAX",-18,10,2024
"United","DEN","LAX",-18,10,2024
"United","DEN","LAX",-18,10,2024
"United","DEN","LAX",-13,10,2024
"Delta","DEN","LAX",14,10,2024
"Delta","DEN","LAX",3,10,2024
"Delta","DEN","LAX",-7,10,2024
"United","DEN","LAX",-22,10,2024
"United","DEN","LAX",-20,10,2024
"United","DEN","LAX",-26,10,2024
"United","DEN","LAX",-16,10,2024
"United","DEN","LAX",-21,10,2024
"United","DEN","LAX",-15,10,2024
"United","DEN","LAX",1,10,2024
"United","DEN","LAX",17,10,2024
"United","DEN","LAX",65,10,2024
"Delta","DEN","LAX",-16,10,2024
"Delta","DEN","LAX",-17,10,2024
"Delta","DEN","LAX",-10,10,2024
"United","DEN","LAX",-5,10,2024
"United","DEN","LAX",-16,10,2024
"United","DEN","LAX",-14,10,2024
"United","DEN","LAX",-11,10,2024
"United","DEN","LAX",0,10,2024
"United","DEN","LAX",0,10,2024
"United","DEN","LAX",-7,10,2024
"United","DEN","LAX",1,10,2024
"United","DEN","LAX",55,10,2024
"Delta","DEN","LAX",0,10,2024
"Delta","DEN","LAX",-16,10,2024
"Delta","DEN","LAX",-3,10,2024
"United","DEN","LAX",-13,10,2024
"United","DEN","LAX",-16,10,2024
"United","DEN","LAX",-12,10,2024
"United","DEN","LAX",-10,10,2024
"United","DEN","LAX",-18,10,2024
"United","DEN","LAX",-15,10,2024
"United","DEN","LAX",-9,10,2024
"United","DEN","LAX",-3,10,2024
"Delta","DEN","LAX",-14,10,2024
"Delta","DEN","LAX",-17,10,2024
"Delta","DEN","LAX",31,10,2024
"United","DEN","LAX",-16,10,2024
"United","DEN","LAX",-16,10,2024
"United","DEN","LAX",-2,10,2024
"United","DEN","LAX",-5,10,2024
"United","DEN","LAX",-13,10,2024
"United","DEN","LAX",3,10,2024
"United","DEN","LAX",15,10,2024
"United","DEN","LAX",31,10,2024
"United","DEN","LAX",82,10,2024
"Delta","DEN","LAX",-15,10,2024
"Delta","DEN","LAX",-10,10,2024
"Delta","DEN","LAX",-13,10,2024
"United","DEN","LAX",-12,10,2024
"United","DEN","LAX",-24,10,2024
"United","DEN","LAX",-14,10,2024
"United","DEN","LAX",-18,10,2024
"United","DEN","LAX",-15,10,2024
"United","DEN","LAX",-5,10,2024
"United","DEN","LAX",-12,10,2024
"United","DEN","LAX",26,10,2024
"United","DEN","LAX",34,10,2024
"Delta","DEN","LAX",-14,10,2024
"Delta","DEN","LAX",-21,10,2024
"Delta","DEN","LAX",-27,10,2024
"United","DEN","LAX",-34,10,2024
"United","DEN","LAX",-10,10,2024
"United","DEN","LAX",-22,10,2024
"United","DEN","LAX",-15,10,2024
"United","DEN","LAX",-4,10,2024
"United","DEN","LAX",-10,10,2024
"United","DEN","LAX",-12,10,2024
"United","DEN","LAX",87,10,2024
"United","DEN","LAX",80,10,2024
"Delta","DEN","LAX",-31,10,2024
"Delta","DEN","LAX",-18,10,2024
"Delta","DEN","LAX",-5,10,2024
"United","DEN","LAX",-15,10,2024
"United","DEN","LAX",-11,10,2024
"United","DEN","LAX",-20,10,2024
"United","DEN","LAX",-3,10,2024
"United","DEN","LAX",-11,10,2024
"United","DEN","LAX",-19,10,2024
"United","DEN","LAX",-6,10,2024
"United","DEN","LAX",28,10,2024
"United","DEN","LAX",77,10,2024
"Delta","DEN","LAX",-12,10,2024
"Delta","DEN","LAX",7,10,2024
"Delta","DEN","LAX",89,10,2024
"United","DEN","LAX",-10,10,2024
"United","DEN","LAX",-8,10,2024
"United","DEN","LAX",-8,10,2024
"United","DEN","LAX",1,10,2024
"United","DEN","LAX",12,10,2024
"United","DEN","LAX",3,10,2024
"United","DEN","LAX",-3,10,2024
"United","DEN","LAX",11,10,2024
"United","DEN","LAX",35,10,2024
"Delta","DEN","LAX",-11,10,2024
"Delta","DEN","LAX",-10,10,2024
"Delta","DEN","LAX",60,10,2024
"United","DEN","LAX",-9,10,2024
"United","DEN","LAX",-7,10,2024
"United","DEN","LAX",-17,10,2024
"United","DEN","LAX",-17,10,2024
"United","DEN","LAX",-4,10,2024
"United","DEN","LAX",-3,10,2024
"United","DEN","LAX",-12,10,2024
"United","DEN","LAX",33,10,2024
"United","DEN","LAX",40,10,2024
"Delta","DEN","LAX",-23,10,2024
"Delta","DEN","LAX",-10,10,2024
"Delta","DEN","LAX",-8,10,2024
"United","DEN","LAX",-11,10,2024
"United","DEN","LAX",-29,10,2024
"United","DEN","LAX",-21,10,2024
"United","DEN","LAX",-12,10,2024
"United","DEN","LAX",11,10,2024
"United","DEN","LAX",-17,10,2024
"United","DEN","LAX",-2,10,2024
"United","DEN","LAX",84,10,2024
"Delta","DEN","LAX",-22,10,2024
"Delta","DEN","LAX",-7,10,2024
"Delta","DEN","LAX",83,10,2024
"United","DEN","LAX",-22,10,2024
"United","DEN","LAX",-15,10,2024
"United","DEN","LAX",11,10,2024
"United","DEN","LAX",-31,10,2024
"United","DEN","LAX",-8,10,2024
"United","DEN","LAX",-17,10,2024
"United","DEN","LAX",-7,10,2024
"United","DEN","LAX",5,10,2024
"United","DEN","LAX",48,10,2024
"Delta","DEN","LAX",-16,10,2024
"Delta","DEN","LAX",-5,10,2024
"Delta","DEN","LAX",14,10,2024
"United","DEN","LAX",-15,10,2024
"United","DEN","LAX",1,10,2024
"United","DEN","LAX",-9,10,2024
"United","DEN","LAX",-2,10,2024
"United","DEN","LAX",-14,10,2024
"United","DEN","LAX",-5,10,2024
"United","DEN","LAX",-9,10,2024
"United","DEN","LAX",-8,10,2024
"United","DEN","LAX",-7,10,2024
"Delta","DEN","LAX",-15,10,2024
"Delta","DEN","LAX",-13,10,2024
"Delta","DEN","LAX",-23,10,2024
"United","DEN","LAX",-18,10,2024
"United","DEN","LAX",-1,10,2024
"United","DEN","LAX",-19,10,2024
"United","DEN","LAX",-9,10,2024
"United","DEN","LAX",0,10,2024
"United","DEN","LAX",-17,10,2024
"United","DEN","LAX",-9,10,2024
"United","DEN","LAX",-15,10,2024
"United","DEN","LAX",-12,10,2024
"Delta","DEN","LAX",-15,10,2024
"Delta","DEN","LAX",-20,10,2024
"Delta","DEN","LAX",3,10,2024
"United","DEN","LAX",-17,10,2024
"United","DEN","LAX",-15,10,2024
"United","DEN","LAX",-19,10,2024
"United","DEN","LAX",-15,10,2024
"United","DEN","LAX",-15,10,2024
"United","DEN","LAX",-10,10,2024
"United","DEN","LAX",6,10,2024
"United","DEN","LAX",3,10,2024
"United","DEN","LAX",50,10,2024
"Delta","DEN","LAX",-8,10,2024
"Delta","DEN","LAX",-1,10,2024
"Delta","DEN","LAX",14,10,2024
"United","DEN","LAX",-1,10,2024
"United","DEN","LAX",-17,10,2024
"United","DEN","LAX",-11,10,2024
"United","DEN","LAX",-16,10,2024
"United","DEN","LAX",3,10,2024
"United","DEN","LAX",-2,10,2024
"United","DEN","LAX",-2,10,2024
"United","DEN","LAX",-4,10,2024
"United","DEN","LAX",-2,10,2024
"Delta","DEN","LAX",-16,10,2024
"Delta","DEN","LAX",-4,10,2024
"Delta","DEN","LAX",-4,10,2024
"United","DEN","LAX",-17,10,2024
"United","DEN","LAX",-15,10,2024
"United","DEN","LAX",-15,10,2024
"United","DEN","LAX",10,10,2024
"United","DEN","LAX",-14,10,2024
"United","DEN","LAX",-5,10,2024
"United","DEN","LAX",-15,10,2024
"United","DEN","LAX",-9,10,2024
"United","DEN","LAX",124,10,2024
"Delta","DEN","LAX",-24,10,2024
"Delta","DEN","LAX",-2,10,2024
"Delta","DEN","LAX",-10,10,2024
"United","DEN","LAX",-12,10,2024
"United","DEN","LAX",-15,10,2024
"United","DEN","LAX",2,10,2024
"United","DEN","LAX",6,10,2024
"United","DEN","LAX",-15,10,2024
"United","DEN","LAX",-13,10,2024
"United","DEN","LAX",-10,10,2024
"United","DEN","LAX",87,10,2024
"Delta","DEN","LAX",-19,10,2024
"Delta","DEN","LAX",-20,10,2024
"Delta","DEN","LAX",0,10,2024
"United","DEN","LAX",-11,10,2024
"United","DEN","LAX",-7,10,2024
"United","DEN","LAX",-3,10,2024
"United","DEN","LAX",-12,10,2024
"United","DEN","LAX",-17,10,2024
"United","DEN","LAX",-8,10,2024
"United","DEN","LAX",0,10,2024
"United","DEN","LAX",28,10,2024
"United","DEN","LAX",88,10,2024
"Delta","DEN","LAX",-13,10,2024
"Delta","DEN","LAX",-7,10,2024
"Delta","DEN","LAX",-5,10,2024
"United","DEN","LAX",-13,10,2024
"United","DEN","LAX",-10,10,2024
"United","DEN","LAX",-7,10,2024
"United","DEN","LAX",-14,10,2024
"United","DEN","LAX",6,10,2024
"United","DEN","LAX",-10,10,2024
"United","DEN","LAX",2,10,2024
"United","DEN","LAX",8,10,2024
"United","DEN","LAX",98,10,2024
"Delta","DEN","LAX",-13,10,2024
"Delta","DEN","LAX",14,10,2024
"Delta","DEN","LAX",-15,10,2024
"United","DEN","LAX",-16,10,2024
"United","DEN","LAX",-18,10,2024
"United","DEN","LAX",-6,10,2024
"United","DEN","LAX",-13,10,2024
"United","DEN","LAX",-8,10,2024
"United","DEN","LAX",-10,10,2024
"United","DEN","LAX",9,10,2024
"United","DEN","LAX",16,10,2024
"United","DEN","LAX",100,10,2024
"Delta","DEN","LAX",-8,10,2024
"Delta","DEN","LAX",-17,10,2024
"Delta","DEN","LAX",856,10,2024
"United","DEN","LAX",-18,10,2024
"United","DEN","LAX",-17,10,2024
"United","DEN","LAX",-17,10,2024
"United","DEN","LAX",-16,10,2024
"United","DEN","LAX",-9,10,2024
"United","DEN","LAX",-4,10,2024
"United","DEN","LAX",14,10,2024
"United","DEN","LAX",31,10,2024
"United","DEN","LAX",28,10,2024
"Delta","DEN","LAX",-11,10,2024
"Delta","DEN","LAX",4,10,2024
"Delta","DEN","LAX",-4,10,2024
"United","DEN","LAX",-4,10,2024
"United","DEN","LAX",-19,10,2024
"United","DEN","LAX",-15,10,2024
"United","DEN","LAX",-14,10,2024
"United","DEN","LAX",2,10,2024
"United","DEN","LAX",6,10,2024
"United","DEN","LAX",-5,10,2024
"United","DEN","LAX",11,10,2024
"United","DEN","LAX",30,10,2024
"Delta","DEN","LAX",-4,9,2024
"Delta","DEN","LAX",-13,9,2024
"Delta","DEN","LAX",75,9,2024
"United","DEN","LAX",-17,9,2024
"United","DEN","LAX",-21,9,2024
"United","DEN","LAX",-20,9,2024
"United","DEN","LAX",-25,9,2024
"United","DEN","LAX",-20,9,2024
"United","DEN","LAX",-17,9,2024
"United","DEN","LAX",-20,9,2024
"United","DEN","LAX",-4,9,2024
"United","DEN","LAX",-10,9,2024
"Delta","DEN","LAX",-18,9,2024
"Delta","DEN","LAX",-15,9,2024
"Delta","DEN","LAX",-26,9,2024
"United","DEN","LAX",-25,9,2024
"United","DEN","LAX",-2,9,2024
"United","DEN","LAX",-10,9,2024
"United","DEN","LAX",-18,9,2024
"United","DEN","LAX",-14,9,2024
"United","DEN","LAX",-7,9,2024
"United","DEN","LAX",46,9,2024
"United","DEN","LAX",58,9,2024
"United","DEN","LAX",78,9,2024
"Delta","DEN","LAX",-14,9,2024
"Delta","DEN","LAX",-14,9,2024
"Delta","DEN","LAX",-20,9,2024
"United","DEN","LAX",-14,9,2024
"United","DEN","LAX",-14,9,2024
"United","DEN","LAX",-23,9,2024
"United","DEN","LAX",-13,9,2024
"United","DEN","LAX",-15,9,2024
"United","DEN","LAX",-18,9,2024
"United","DEN","LAX",-12,9,2024
"United","DEN","LAX",0,9,2024
"United","DEN","LAX",9,9,2024
"Delta","DEN","LAX",-10,9,2024
"Delta","DEN","LAX",-9,9,2024
"Delta","DEN","LAX",-2,9,2024
"United","DEN","LAX",-4,9,2024
"United","DEN","LAX",-16,9,2024
"United","DEN","LAX",-12,9,2024
"United","DEN","LAX",-7,9,2024
"United","DEN","LAX",-6,9,2024
"United","DEN","LAX",3,9,2024
"United","DEN","LAX",-17,9,2024
"United","DEN","LAX",-13,9,2024
"United","DEN","LAX",77,9,2024
"Delta","DEN","LAX",-28,9,2024
"Delta","DEN","LAX",-20,9,2024
"Delta","DEN","LAX",7,9,2024
"United","DEN","LAX",-18,9,2024
"United","DEN","LAX",-21,9,2024
"United","DEN","LAX",-19,9,2024
"United","DEN","LAX",-17,9,2024
"United","DEN","LAX",-21,9,2024
"United","DEN","LAX",-5,9,2024
"United","DEN","LAX",-16,9,2024
"United","DEN","LAX",-9,9,2024
"United","DEN","LAX",-9,9,2024
"Delta","DEN","LAX",-19,9,2024
"Delta","DEN","LAX",-28,9,2024
"Delta","DEN","LAX",-17,9,2024
"United","DEN","LAX",-14,9,2024
"United","DEN","LAX",-25,9,2024
"United","DEN","LAX",-10,9,2024
"United","DEN","LAX",-7,9,2024
"United","DEN","LAX",-13,9,2024
"United","DEN","LAX",-8,9,2024
"United","DEN","LAX",-9,9,2024
"United","DEN","LAX",-12,9,2024
"United","DEN","LAX",45,9,2024
"Delta","DEN","LAX",-19,9,2024
"Delta","DEN","LAX",-22,9,2024
"Delta","DEN","LAX",9,9,2024
"United","DEN","LAX",-20,9,2024
"United","DEN","LAX",3,9,2024
"United","DEN","LAX",3,9,2024
"United","DEN","LAX",-15,9,2024
"United","DEN","LAX",-13,9,2024
"United","DEN","LAX",-16,9,2024
"United","DEN","LAX",-12,9,2024
"United","DEN","LAX",-10,9,2024
"United","DEN","LAX",-9,9,2024
"Delta","DEN","LAX",-5,9,2024
"Delta","DEN","LAX",10,9,2024
"Delta","DEN","LAX",26,9,2024
"United","DEN","LAX",-20,9,2024
"United","DEN","LAX",0,9,2024
"United","DEN","LAX",-2,9,2024
"United","DEN","LAX",-11,9,2024
"United","DEN","LAX",-3,9,2024
"United","DEN","LAX",-1,9,2024
"United","DEN","LAX",1,9,2024
"United","DEN","LAX",6,9,2024
"United","DEN","LAX",-6,9,2024
"Delta","DEN","LAX",-19,9,2024
"Delta","DEN","LAX",-9,9,2024
"Delta","DEN","LAX",36,9,2024
"United","DEN","LAX",-19,9,2024
"United","DEN","LAX",-19,9,2024
"United","DEN","LAX",-13,9,2024
"United","DEN","LAX",-5,9,2024
"United","DEN","LAX",-5,9,2024
"United","DEN","LAX",-4,9,2024
"United","DEN","LAX",38,9,2024
"United","DEN","LAX",19,9,2024
"United","DEN","LAX",61,9,2024
"Delta","DEN","LAX",-22,9,2024
"Delta","DEN","LAX",-16,9,2024
"Delta","DEN","LAX",-7,9,2024
"United","DEN","LAX",-18,9,2024
"United","DEN","LAX",-14,9,2024
"United","DEN","LAX",-6,9,2024
"United","DEN","LAX",-5,9,2024
"United","DEN","LAX",-9,9,2024
"United","DEN","LAX",-12,9,2024
"United","DEN","LAX",0,9,2024
"United","DEN","LAX",-11,9,2024
"United","DEN","LAX",0,9,2024
"Delta","DEN","LAX",-24,9,2024
"Delta","DEN","LAX",-26,9,2024
"Delta","DEN","LAX",-12,9,2024
"United","DEN","LAX",-17,9,2024
"United","DEN","LAX",-13,9,2024
"United","DEN","LAX",-1,9,2024
"United","DEN","LAX",-11,9,2024
"United","DEN","LAX",-12,9,2024
"United","DEN","LAX",-2,9,2024
"United","DEN","LAX",1,9,2024
"United","DEN","LAX",-4,9,2024
"United","DEN","LAX",1,9,2024
"Delta","DEN","LAX",-20,9,2024
"Delta","DEN","LAX",-15,9,2024
"Delta","DEN","LAX",-8,9,2024
"United","DEN","LAX",-10,9,2024
"United","DEN","LAX",-11,9,2024
"United","DEN","LAX",-3,9,2024
"United","DEN","LAX",-2,9,2024
"United","DEN","LAX",-10,9,2024
"United","DEN","LAX",7,9,2024
"United","DEN","LAX",-10,9,2024
"United","DEN","LAX",-2,9,2024
"United","DEN","LAX",3,9,2024
"Delta","DEN","LAX",-22,9,2024
"Delta","DEN","LAX",-21,9,2024
"Delta","DEN","LAX",-9,9,2024
"United","DEN","LAX",-21,9,2024
"United","DEN","LAX",-8,9,2024
"United","DEN","LAX",-10,9,2024
"United","DEN","LAX",-7,9,2024
"United","DEN","LAX",-3,9,2024
"United","DEN","LAX",-16,9,2024
"United","DEN","LAX",-12,9,2024
"United","DEN","LAX",51,9,2024
"United","DEN","LAX",55,9,2024
"Delta","DEN","LAX",-12,9,2024
"Delta","DEN","LAX",-20,9,2024
"Delta","DEN","LAX",-19,9,2024
"United","DEN","LAX",-19,9,2024
"United","DEN","LAX",-16,9,2024
"United","DEN","LAX",-18,9,2024
"United","DEN","LAX",-9,9,2024
"United","DEN","LAX",10,9,2024
"United","DEN","LAX",-6,9,2024
"United","DEN","LAX",-12,9,2024
"United","DEN","LAX",4,9,2024
"United","DEN","LAX",12,9,2024
"Delta","DEN","LAX",-7,9,2024
"Delta","DEN","LAX",-4,9,2024
"Delta","DEN","LAX",42,9,2024
"United","DEN","LAX",-14,9,2024
"United","DEN","LAX",-6,9,2024
"United","DEN","LAX",13,9,2024
"United","DEN","LAX",39,9,2024
"United","DEN","LAX",8,9,2024
"United","DEN","LAX",16,9,2024
"United","DEN","LAX",24,9,2024
"United","DEN","LAX",78,9,2024
"United","DEN","LAX",173,9,2024
"Delta","DEN","LAX",-3,9,2024
"Delta","DEN","LAX",1,9,2024
"Delta","DEN","LAX",7,9,2024
"United","DEN","LAX",3,9,2024
"United","DEN","LAX",-3,9,2024
"United","DEN","LAX",-6,9,2024
"United","DEN","LAX",1,9,2024
"United","DEN","LAX",20,9,2024
"United","DEN","LAX",9,9,2024
"United","DEN","LAX",8,9,2024
"United","DEN","LAX",7,9,2024
"United","DEN","LAX",82,9,2024
"Delta","DEN","LAX",-8,9,2024
"Delta","DEN","LAX",-6,9,2024
"Delta","DEN","LAX",33,9,2024
"United","DEN","LAX",-11,9,2024
"United","DEN","LAX",-2,9,2024
"United","DEN","LAX",11,9,2024
"United","DEN","LAX",-3,9,2024
"United","DEN","LAX",-11,9,2024
"United","DEN","LAX",-11,9,2024
"United","DEN","LAX",9,9,2024
"United","DEN","LAX",10,9,2024
"United","DEN","LAX",125,9,2024
"Delta","DEN","LAX",-1,9,2024
"Delta","DEN","LAX",-13,9,2024
"Delta","DEN","LAX",30,9,2024
"United","DEN","LAX",-6,9,2024
"United","DEN","LAX",-11,9,2024
"United","DEN","LAX",-1,9,2024
"United","DEN","LAX",-7,9,2024
"United","DEN","LAX",1,9,2024
"United","DEN","LAX",-6,9,2024
"United","DEN","LAX",-3,9,2024
"United","DEN","LAX",-5,9,2024
"United","DEN","LAX",5,9,2024
"Delta","DEN","LAX",-6,9,2024
"Delta","DEN","LAX",-3,9,2024
"Delta","DEN","LAX",11,9,2024
"United","DEN","LAX",-13,9,2024
